"PROMOTION_ID","DISCOUNT","END_DATE","START_DATE","PRODUCT_ID","SUPERMARKET_ID"
"535","0.3","2016-06-23","2016-06-13","264","6"
"536","0.73","2016-06-13","2016-05-28","264","17"
"537","0.97","2016-09-23","2016-09-05","265","19"
"538","0.66","2016-08-25","2016-08-08","265","21"
"539","0.58","2016-08-21","2016-08-11","266","3"
"540","0.36","2016-06-20","2016-05-25","267","1"
"541","0.52","2016-10-29","2016-10-18","267","3"
"542","0.73","2016-08-11","2016-07-20","267","12"
"543","0.58","2016-09-25","2016-09-08","270","2"
"544","0.66","2016-10-07","2016-09-12","270","13"
"545","0.66","2016-06-20","2016-06-12","270","19"
"546","0.41","2016-10-23","2016-10-10","271","10"
"547","0.38","2016-11-15","2016-10-24","271","14"
"548","0.51","2016-10-02","2016-09-13","273","2"
"549","0.39","2016-08-13","2016-07-31","273","3"
"550","0.47","2016-07-09","2016-06-22","273","5"
"551","0.47","2016-09-30","2016-09-11","273","13"
"552","0.83","2016-09-18","2016-09-08","273","15"
"553","0.83","2016-08-24","2016-08-16","274","1"
"554","0.33","2016-05-21","2016-04-23","274","11"
"555","0.5","2016-07-17","2016-07-10","274","15"
"556","0.78","2016-08-19","2016-07-27","274","18"
"557","0.4","2016-09-15","2016-08-20","275","6"
"558","0.77","2016-08-03","2016-07-18","275","17"
"559","0.74","2016-05-27","2016-05-15","276","5"
"560","0.84","2016-05-20","2016-05-05","276","10"
"561","0.8","2016-07-16","2016-07-04","276","11"
"562","0.87","2016-10-01","2016-09-16","277","5"
"563","0.9","2016-10-19","2016-10-08","277","19"
"564","0.75","2016-05-19","2016-05-02","278","4"
"565","0.95","2016-09-27","2016-09-16","280","1"
"566","0.51","2016-10-10","2016-09-29","280","4"
"567","0.83","2016-06-27","2016-06-20","280","12"
"568","0.98","2016-09-10","2016-08-14","280","17"
"569","0.72","2016-08-12","2016-08-04","281","2"
"570","0.89","2016-07-25","2016-07-02","281","5"
"571","0.39","2016-09-19","2016-08-28","282","10"
"572","0.91","2016-05-22","2016-05-03","282","19"
"573","0.7","2016-10-20","2016-09-24","283","11"
"574","0.45","2016-09-10","2016-08-15","284","12"
"575","0.4","2016-06-06","2016-05-30","286","2"
"576","0.39","2016-06-11","2016-05-31","288","2"
"577","0.85","2016-07-27","2016-07-01","289","2"
"578","0.53","2016-07-01","2016-06-23","289","8"
"579","0.96","2016-10-02","2016-09-14","289","11"
"580","0.61","2016-05-24","2016-05-05","289","15"
"581","0.91","2016-08-09","2016-07-13","290","21"
"582","0.72","2016-08-11","2016-08-03","291","3"
"583","0.77","2016-11-15","2016-10-27","291","10"
"584","0.64","2016-07-20","2016-07-05","291","13"
"585","0.34","2016-07-06","2016-06-22","292","3"
"586","0.56","2016-10-04","2016-09-15","292","18"
"587","0.67","2016-06-17","2016-05-19","292","21"
"588","0.81","2016-06-13","2016-05-20","294","3"
"589","0.91","2016-08-03","2016-07-22","294","7"
"590","0.97","2016-09-08","2016-08-11","294","16"
"591","0.69","2016-10-10","2016-09-27","295","7"
"592","0.7","2016-06-20","2016-06-09","295","14"
"593","0.7","2016-10-20","2016-10-05","296","4"
"594","0.96","2016-07-26","2016-07-15","296","5"
"595","0.59","2016-07-06","2016-06-10","297","13"
"596","0.44","2016-06-04","2016-05-28","298","13"
"597","0.88","2016-06-06","2016-05-13","299","5"
"598","0.62","2016-08-27","2016-08-10","299","8"
"599","0.64","2016-07-01","2016-06-15","299","9"
"600","0.47","2016-08-12","2016-07-15","299","19"
"601","0.78","2016-06-20","2016-06-07","300","5"
"602","0.46","2016-11-03","2016-10-19","300","11"
"603","0.55","2016-11-18","2016-10-30","302","2"
"604","0.33","2016-05-06","2016-04-26","302","15"
"605","0.48","2016-11-03","2016-10-06","302","17"
"606","0.43","2016-07-05","2016-06-20","303","3"
"607","0.61","2016-11-08","2016-10-24","303","7"
"608","0.31","2016-08-12","2016-07-17","303","10"
"609","0.69","2016-07-22","2016-07-11","303","15"
"610","0.43","2016-05-20","2016-04-22","304","3"
"611","0.49","2016-05-24","2016-05-02","305","4"
"612","0.52","2016-10-13","2016-09-26","305","8"
"613","0.43","2016-07-31","2016-07-16","306","2"
"614","0.64","2016-06-02","2016-05-16","306","20"
"615","0.93","2016-09-09","2016-08-24","307","5"
"616","0.76","2016-11-04","2016-10-24","307","9"
"617","0.88","2016-05-20","2016-05-05","308","1"
"618","0.53","2016-08-06","2016-07-29","308","13"
"619","0.51","2016-11-15","2016-10-21","309","6"
"620","0.52","2016-06-12","2016-05-31","309","19"
"621","0.6","2016-05-29","2016-04-30","310","7"
"622","0.73","2016-05-20","2016-04-22","311","9"
"623","0.61","2016-09-07","2016-08-12","311","17"
"624","0.71","2016-06-30","2016-06-08","312","2"
"625","0.55","2016-11-07","2016-10-28","312","10"
"626","0.59","2016-05-26","2016-04-29","312","11"
"627","0.32","2016-11-03","2016-10-11","312","16"
"628","0.68","2016-05-08","2016-04-28","313","13"
"629","0.51","2016-09-15","2016-08-25","313","17"
"630","0.8","2016-06-19","2016-05-28","313","20"
"631","0.89","2016-06-28","2016-06-19","314","2"
"632","0.9","2016-07-07","2016-06-28","315","1"
"633","0.64","2016-10-21","2016-09-24","315","6"
"634","0.92","2016-09-12","2016-09-02","315","10"
"635","0.54","2016-11-10","2016-10-14","316","4"
"636","0.68","2016-08-09","2016-07-28","318","3"
"637","0.38","2016-09-29","2016-09-06","318","7"
"638","0.79","2016-10-04","2016-09-14","318","18"
"639","0.88","2016-09-02","2016-08-24","319","2"
"640","0.84","2016-08-31","2016-08-09","320","11"
"641","0.77","2016-06-03","2016-05-24","320","12"
"642","0.39","2016-09-19","2016-09-05","320","14"
"643","0.91","2016-10-07","2016-09-27","320","16"
"644","0.4","2016-07-01","2016-06-08","320","21"
"645","0.34","2016-05-21","2016-04-25","321","21"
"646","0.49","2016-08-09","2016-07-23","322","1"
"647","0.59","2016-07-27","2016-07-04","322","6"
"648","0.39","2016-07-23","2016-07-15","322","9"
"649","0.63","2016-10-09","2016-09-12","322","11"
"650","0.79","2016-08-11","2016-08-03","323","14"
"651","0.38","2016-09-20","2016-08-23","324","13"
"652","0.42","2016-10-24","2016-09-25","326","8"
"653","0.47","2016-07-29","2016-07-01","326","9"
"654","0.97","2016-09-03","2016-08-05","327","1"
"655","0.97","2016-08-15","2016-07-25","327","7"
"656","0.71","2016-06-02","2016-05-05","328","13"
"657","0.69","2016-07-17","2016-07-08","329","7"
"658","0.62","2016-11-14","2016-10-16","329","11"
"659","0.61","2016-07-22","2016-07-09","329","21"
"660","0.48","2016-11-05","2016-10-19","330","18"
"661","0.55","2016-09-11","2016-08-29","331","3"
"662","0.37","2016-07-03","2016-06-09","331","8"
"663","0.53","2016-07-03","2016-06-09","331","9"
"664","0.62","2016-11-07","2016-10-23","331","20"
"665","0.57","2016-11-11","2016-10-22","332","7"
"666","0.56","2016-07-06","2016-06-14","332","13"
"667","0.58","2016-09-23","2016-09-01","332","20"
"668","0.61","2016-06-27","2016-06-19","333","4"
"669","0.93","2016-08-10","2016-07-25","333","8"
"670","0.74","2016-10-13","2016-09-20","333","9"
"671","0.38","2016-10-12","2016-09-28","333","17"
"672","0.55","2016-09-01","2016-08-25","333","18"
"673","0.72","2016-08-07","2016-07-30","333","19"
"674","0.96","2016-08-27","2016-08-03","334","4"
"675","0.65","2016-07-22","2016-06-30","335","9"
"676","0.73","2016-07-18","2016-07-04","335","19"
"677","0.91","2016-06-16","2016-05-31","336","9"
"678","0.82","2016-09-13","2016-09-01","336","17"
"679","0.87","2016-06-23","2016-06-07","336","19"
"680","0.42","2016-10-09","2016-09-24","338","13"
"681","0.52","2016-10-05","2016-09-26","338","20"
"682","0.96","2016-08-22","2016-08-15","339","3"
"683","0.47","2016-10-21","2016-10-03","339","16"
"684","0.32","2016-10-13","2016-09-14","339","20"
"685","0.32","2016-06-10","2016-05-20","340","1"
"686","0.56","2016-10-14","2016-09-17","340","9"
"687","0.65","2016-10-17","2016-09-29","341","2"
"688","0.48","2016-10-21","2016-10-02","342","6"
"689","0.67","2016-05-18","2016-04-29","342","17"
"690","0.45","2016-09-23","2016-09-15","342","19"
"691","0.44","2016-10-31","2016-10-23","343","3"
"692","0.69","2016-05-30","2016-05-16","343","7"
"693","0.57","2016-08-29","2016-08-07","343","12"
"694","0.77","2016-07-28","2016-07-04","343","16"
"695","0.65","2016-10-21","2016-10-14","344","7"
"696","0.66","2016-11-23","2016-10-27","344","13"
"697","0.65","2016-08-03","2016-07-05","345","5"
"698","0.76","2016-07-20","2016-07-11","345","7"
"699","0.62","2016-05-12","2016-04-17","345","8"
"700","0.63","2016-07-16","2016-07-04","345","14"
"701","0.59","2016-08-12","2016-08-03","345","15"
"702","0.7","2016-08-16","2016-07-25","345","17"
"703","0.74","2016-11-09","2016-10-19","346","21"
"704","0.83","2016-08-03","2016-07-11","348","4"
"705","0.64","2016-07-21","2016-07-11","348","8"
"706","0.41","2016-05-31","2016-05-20","348","14"
"707","0.78","2016-08-27","2016-08-10","349","4"
"708","0.63","2016-11-04","2016-10-26","349","8"
"709","0.35","2016-07-17","2016-07-10","349","21"
"710","0.52","2016-07-31","2016-07-09","350","11"
"711","0.35","2016-10-03","2016-09-05","352","11"
"712","0.47","2016-05-30","2016-05-08","353","4"
"713","0.38","2016-09-25","2016-08-28","353","10"
"714","0.43","2016-07-26","2016-07-10","353","18"
"715","0.66","2016-06-14","2016-05-28","353","20"
"716","0.8","2016-07-26","2016-07-13","354","17"
"717","0.52","2016-09-15","2016-09-01","355","7"
"718","0.57","2016-05-18","2016-04-25","355","11"
"719","0.47","2016-06-23","2016-06-03","357","1"
"720","0.58","2016-07-05","2016-06-12","357","2"
"721","0.84","2016-10-12","2016-10-03","357","15"
"722","0.72","2016-06-29","2016-06-13","358","11"
"723","0.75","2016-08-30","2016-08-03","358","18"
"724","0.73","2016-11-02","2016-10-15","359","20"
"725","0.53","2016-06-12","2016-05-21","362","6"
"726","0.58","2016-06-14","2016-05-18","363","4"
"727","0.85","2016-05-30","2016-05-20","363","5"
"728","0.96","2016-07-30","2016-07-11","363","7"
"729","0.43","2016-07-07","2016-06-30","363","8"
"730","0.37","2016-11-06","2016-10-23","363","15"
"731","0.65","2016-09-26","2016-09-17","365","10"
"732","0.54","2016-09-11","2016-08-20","365","16"
"733","0.9","2016-11-06","2016-10-26","365","17"
"734","0.82","2016-09-24","2016-08-30","366","3"
"735","0.39","2016-06-19","2016-06-07","366","9"
"736","0.87","2016-05-23","2016-04-29","368","3"
"737","0.43","2016-07-11","2016-06-24","368","10"
"738","0.35","2016-10-24","2016-09-29","368","13"
"739","0.38","2016-08-02","2016-07-19","370","9"
"740","0.47","2016-09-30","2016-09-19","370","12"
"741","0.4","2016-07-15","2016-06-27","370","21"
"742","0.31","2016-07-02","2016-06-13","371","7"
"743","0.77","2016-08-08","2016-07-21","371","9"
"744","0.95","2016-07-19","2016-06-20","371","20"
"745","0.74","2016-07-27","2016-07-11","372","1"
"746","0.85","2016-11-20","2016-10-22","372","6"
"747","0.47","2016-07-03","2016-06-22","372","17"
"748","0.87","2016-10-31","2016-10-24","373","1"
"749","0.78","2016-10-15","2016-09-29","374","3"
"750","0.51","2016-10-10","2016-09-27","374","6"
"751","0.71","2016-05-19","2016-05-08","374","9"
"752","0.66","2016-07-23","2016-07-05","374","15"
"753","0.36","2016-10-22","2016-09-25","374","18"
"754","0.82","2016-04-26","2016-04-16","375","2"
"755","0.47","2016-08-10","2016-07-25","375","7"
"756","0.69","2016-10-27","2016-10-17","376","13"
"757","0.34","2016-10-12","2016-09-19","378","15"
"758","0.33","2016-05-26","2016-05-15","380","11"
"759","0.66","2016-10-19","2016-10-09","380","13"
"760","0.31","2016-09-05","2016-08-18","380","17"
"761","0.89","2016-07-19","2016-06-29","383","12"
"762","0.71","2016-07-27","2016-07-08","383","13"
"763","0.38","2016-06-19","2016-06-10","384","5"
"764","0.88","2016-11-11","2016-10-24","385","10"
"765","0.6","2016-07-19","2016-06-29","386","12"
"766","0.57","2016-08-09","2016-07-23","387","6"
"767","0.94","2016-05-09","2016-04-21","387","13"
"768","0.56","2016-10-02","2016-09-07","387","14"
"769","0.48","2016-08-06","2016-07-22","388","7"
"770","0.93","2016-09-29","2016-09-21","388","9"
"771","0.77","2016-10-29","2016-10-19","388","12"
"772","0.79","2016-05-29","2016-05-06","388","18"
"773","0.31","2016-06-20","2016-06-05","389","13"
"774","0.72","2016-11-09","2016-10-11","390","3"
"775","0.68","2016-06-12","2016-05-18","391","6"
"776","0.74","2016-05-14","2016-04-20","391","13"
"777","0.45","2016-11-06","2016-10-19","392","3"
"778","0.6","2016-10-07","2016-09-15","392","11"
"779","0.69","2016-08-21","2016-08-06","394","3"
"780","0.81","2016-10-23","2016-10-14","394","17"
"781","0.87","2016-09-05","2016-08-20","395","18"
"782","0.93","2016-09-06","2016-08-09","396","1"
"783","0.68","2016-05-22","2016-04-28","396","6"
"784","0.46","2016-07-20","2016-07-08","396","16"
"785","0.92","2016-05-19","2016-05-12","398","1"
"786","0.56","2016-07-18","2016-06-20","398","8"
"787","0.73","2016-08-04","2016-07-12","399","10"
"788","0.9","2016-10-12","2016-10-04","399","12"
"789","0.95","2016-10-12","2016-09-14","399","15"
"790","0.97","2016-11-03","2016-10-19","399","19"
"791","0.35","2016-11-10","2016-10-22","400","8"
"792","0.31","2016-07-19","2016-07-11","400","11"
"793","0.49","2016-06-11","2016-05-31","401","6"
"794","0.54","2016-10-14","2016-09-15","401","7"
"795","0.68","2016-10-18","2016-10-10","401","15"
"796","0.46","2016-11-19","2016-10-28","402","2"
"797","0.87","2016-09-20","2016-08-26","402","15"
"798","0.85","2016-09-07","2016-08-29","402","17"
"799","0.56","2016-07-14","2016-06-25","402","20"
"800","0.77","2016-09-30","2016-09-12","402","21"
"801","0.92","2016-07-18","2016-07-11","403","15"
"802","0.8","2016-08-16","2016-07-30","404","5"
"803","0.75","2016-10-26","2016-10-13","404","16"
"804","0.47","2016-08-31","2016-08-15","404","17"
"805","0.59","2016-05-06","2016-04-23","405","2"
"806","0.38","2016-10-03","2016-09-06","406","3"
"807","0.4","2016-06-05","2016-05-27","406","14"
"808","0.4","2016-06-10","2016-06-02","407","6"
"809","0.35","2016-09-19","2016-08-21","407","19"
"810","0.85","2016-08-23","2016-07-30","409","16"
"811","0.51","2016-06-07","2016-05-23","410","11"
"812","0.83","2016-07-08","2016-06-28","410","21"
"813","0.67","2016-05-02","2016-04-24","411","6"
"814","0.46","2016-08-23","2016-07-27","411","9"
"815","0.41","2016-06-19","2016-06-04","411","12"
"816","0.79","2016-10-08","2016-09-15","411","18"
"817","0.38","2016-06-08","2016-05-16","412","5"
"818","0.91","2016-05-09","2016-04-21","412","8"
"819","0.48","2016-08-06","2016-07-30","412","16"
"820","0.56","2016-10-18","2016-10-03","412","21"
"821","0.34","2016-10-23","2016-10-02","413","5"
"822","0.71","2016-06-30","2016-06-09","414","10"
"823","0.7","2016-06-22","2016-06-13","414","17"
"824","0.89","2016-10-14","2016-09-21","414","20"
"825","0.91","2016-08-02","2016-07-07","415","16"
"826","0.31","2016-09-24","2016-09-10","416","3"
"827","0.79","2016-05-16","2016-04-27","416","18"
"828","0.65","2016-11-12","2016-10-19","417","13"
"829","0.38","2016-07-18","2016-06-27","417","20"
"830","0.53","2016-07-15","2016-06-18","418","13"
"831","0.59","2016-07-22","2016-07-06","419","3"
"832","0.84","2016-05-28","2016-05-16","419","10"
"833","0.79","2016-09-29","2016-09-19","419","11"
"834","0.57","2016-05-22","2016-04-28","420","3"
"835","0.44","2016-05-23","2016-04-30","420","5"
"836","0.79","2016-10-09","2016-09-12","420","7"
"837","0.89","2016-08-09","2016-07-19","420","8"
"838","0.9","2016-08-13","2016-07-20","421","3"
"839","0.56","2016-08-11","2016-07-17","421","9"
"840","0.7","2016-07-11","2016-07-01","421","15"
"841","0.89","2016-09-15","2016-08-28","423","3"
"842","0.75","2016-09-17","2016-09-06","423","5"
"843","0.69","2016-06-12","2016-05-14","424","2"
"844","0.71","2016-08-12","2016-07-15","424","7"
"845","0.97","2016-09-28","2016-09-19","424","9"
"846","0.42","2016-10-28","2016-10-11","425","2"
"847","0.71","2016-06-20","2016-06-07","426","8"
"848","0.74","2016-07-15","2016-06-20","426","9"
"849","0.85","2016-09-14","2016-08-27","426","15"
"850","0.88","2016-10-20","2016-10-03","427","4"
"851","0.94","2016-09-16","2016-08-20","427","17"
"852","0.47","2016-05-16","2016-05-01","428","14"
"853","0.92","2016-08-30","2016-08-09","429","16"
"854","0.34","2016-06-27","2016-06-20","429","21"
"855","0.81","2016-08-26","2016-07-28","430","3"
"856","0.62","2016-06-29","2016-06-16","430","14"
"857","0.9","2016-09-06","2016-08-21","430","15"
"858","0.59","2016-06-01","2016-05-07","431","6"
"859","0.44","2016-05-21","2016-05-08","431","10"
"860","0.47","2016-10-08","2016-09-15","431","18"
"861","0.98","2016-09-29","2016-09-02","432","12"
"862","0.59","2016-10-02","2016-09-23","432","17"
"863","0.59","2016-05-09","2016-04-16","432","21"
"864","0.56","2016-08-10","2016-07-28","433","2"
"865","0.67","2016-08-05","2016-07-08","435","11"
"866","0.75","2016-07-23","2016-06-25","435","12"
"867","0.98","2016-08-07","2016-07-17","436","12"
"868","0.76","2016-05-10","2016-04-21","438","5"
"869","0.67","2016-08-03","2016-07-20","438","16"
"870","0.89","2016-07-20","2016-06-25","440","21"
"871","0.96","2016-06-07","2016-05-18","441","15"
"872","0.95","2016-09-12","2016-08-19","441","18"
"873","0.59","2016-07-12","2016-06-30","442","19"
"874","0.61","2016-10-18","2016-10-09","442","21"
"875","0.64","2016-07-18","2016-06-24","443","7"
"876","0.3","2016-07-28","2016-07-17","445","19"
"877","0.93","2016-07-23","2016-06-28","446","10"
"878","0.51","2016-08-12","2016-08-05","447","5"
"879","0.64","2016-08-13","2016-07-21","447","13"
"880","0.55","2016-05-13","2016-05-01","448","8"
"881","0.77","2016-05-29","2016-05-16","449","5"
"882","0.8","2016-09-12","2016-08-24","450","12"
"883","0.52","2016-11-01","2016-10-10","451","16"
"884","0.67","2016-09-13","2016-08-26","451","18"
"885","0.37","2016-05-31","2016-05-24","452","15"
"886","0.69","2016-06-12","2016-05-27","453","1"
"887","0.87","2016-10-30","2016-10-21","454","2"
"888","0.43","2016-08-07","2016-07-28","454","4"
"889","0.85","2016-06-01","2016-05-21","454","5"
"890","0.45","2016-10-16","2016-09-25","455","4"
"891","0.73","2016-05-26","2016-05-03","455","16"
"892","0.53","2016-06-25","2016-06-18","456","7"
"893","0.88","2016-10-04","2016-09-07","456","16"
"894","0.62","2016-06-29","2016-06-20","457","1"
"895","0.66","2016-09-18","2016-09-09","458","15"
"896","0.74","2016-09-20","2016-08-31","459","1"
"897","0.84","2016-07-12","2016-06-29","459","2"
"898","0.56","2016-11-04","2016-10-07","459","21"
"899","0.58","2016-09-19","2016-08-30","460","13"
"900","0.46","2016-10-27","2016-10-09","460","18"
"901","0.83","2016-08-16","2016-08-04","461","8"
"902","0.81","2016-05-07","2016-04-28","464","3"
"903","0.56","2016-09-06","2016-08-13","464","10"
"904","0.6","2016-05-26","2016-05-02","464","12"
"905","0.31","2016-06-11","2016-05-17","466","5"
"906","0.81","2016-07-19","2016-07-01","466","13"
"907","0.43","2016-05-12","2016-04-28","466","15"
"908","0.97","2016-10-24","2016-10-06","466","17"
"909","0.38","2016-05-29","2016-05-03","466","21"
"910","0.6","2016-05-02","2016-04-17","467","1"
"911","0.63","2016-09-08","2016-08-19","467","5"
"912","0.65","2016-05-22","2016-05-12","467","7"
"913","0.85","2016-07-20","2016-07-05","467","11"
"914","0.96","2016-06-27","2016-06-17","468","4"
"915","0.83","2016-06-09","2016-05-14","468","5"
"916","0.39","2016-05-02","2016-04-17","468","8"
"917","0.91","2016-06-11","2016-05-27","468","20"
"918","0.37","2016-08-22","2016-08-11","469","1"
"919","0.46","2016-10-15","2016-09-25","469","7"
"920","0.87","2016-05-22","2016-05-04","469","8"
"921","0.53","2016-05-24","2016-04-25","470","6"
"922","0.34","2016-08-08","2016-07-22","470","12"
"923","0.46","2016-08-09","2016-07-14","470","18"
"924","0.48","2016-04-21","2016-04-14","472","10"
"925","0.35","2016-10-29","2016-10-05","472","18"
"926","0.87","2016-08-29","2016-08-17","473","6"
"927","0.97","2016-09-14","2016-08-23","473","8"
"928","0.41","2016-10-11","2016-09-21","474","8"
"929","0.88","2016-05-31","2016-05-14","474","18"
"930","0.51","2016-10-21","2016-09-30","476","6"
"931","0.48","2016-09-02","2016-08-26","476","12"
"932","0.86","2016-07-24","2016-06-25","477","12"
"933","0.58","2016-10-18","2016-09-23","478","4"
"934","0.47","2016-06-16","2016-05-23","479","9"
"935","0.37","2016-11-01","2016-10-08","480","8"
"936","0.63","2016-06-22","2016-05-28","480","10"
"937","0.33","2016-08-14","2016-08-02","481","1"
"938","0.34","2016-06-07","2016-05-29","481","4"
"939","0.77","2016-07-19","2016-06-23","481","18"
"940","0.58","2016-08-25","2016-07-30","481","19"
"941","0.86","2016-09-10","2016-08-28","482","9"
"942","0.86","2016-06-29","2016-06-13","482","18"
"943","0.88","2016-05-06","2016-04-25","483","6"
"944","0.56","2016-10-24","2016-10-06","483","17"
"945","0.57","2016-08-21","2016-08-05","484","9"
"946","0.54","2016-10-07","2016-09-27","485","2"
"947","0.93","2016-09-02","2016-08-10","486","15"
"948","0.35","2016-08-06","2016-07-27","486","21"
"949","0.91","2016-09-16","2016-08-18","487","20"
"950","0.75","2016-06-04","2016-05-26","488","19"
"951","0.35","2016-07-06","2016-06-13","489","4"
"952","0.98","2016-08-17","2016-07-23","489","13"
"953","0.49","2016-11-21","2016-10-26","490","21"
"954","0.37","2016-07-25","2016-07-07","491","3"
"955","0.71","2016-08-18","2016-08-07","491","12"
"956","0.33","2016-05-05","2016-04-18","492","10"
"957","0.83","2016-10-28","2016-10-21","492","19"
"958","0.84","2016-07-01","2016-06-10","492","21"
"959","0.82","2016-08-02","2016-07-25","494","3"
"960","0.92","2016-11-23","2016-10-28","494","5"
"961","0.44","2016-10-21","2016-10-14","494","8"
"962","0.42","2016-09-14","2016-08-19","495","1"
"963","0.4","2016-07-14","2016-06-29","495","3"
"964","0.81","2016-08-25","2016-08-03","496","6"
"965","0.3","2016-10-01","2016-09-16","496","8"
"966","0.78","2016-07-16","2016-07-01","497","8"
"967","0.5","2016-05-05","2016-04-28","498","2"
"968","0.63","2016-07-30","2016-07-07","498","18"
"969","0.98","2016-09-10","2016-08-13","498","20"
"970","0.73","2016-09-18","2016-08-29","500","8"
"971","0.92","2016-11-02","2016-10-10","500","12"
"972","0.42","2016-08-17","2016-07-31","500","18"
"973","0.6","2016-07-25","2016-07-12","500","19"
"974","0.38","2016-07-16","2016-07-06","501","3"
"975","0.81","2016-11-07","2016-10-13","501","10"
"976","0.71","2016-05-10","2016-04-15","501","17"
"977","0.97","2016-10-16","2016-09-20","501","18"
"978","0.78","2016-10-01","2016-09-03","502","8"
"979","0.37","2016-07-07","2016-06-30","503","3"
"980","0.79","2016-09-29","2016-09-04","504","2"
"981","0.51","2016-07-22","2016-07-06","504","9"
"982","0.53","2016-09-03","2016-08-06","504","17"
"983","0.52","2016-07-26","2016-07-03","505","14"
"984","0.39","2016-08-13","2016-08-05","506","3"
"985","0.78","2016-06-21","2016-06-03","506","7"
"986","0.8","2016-07-06","2016-06-22","506","14"
"987","0.64","2016-08-02","2016-07-07","509","3"
"988","0.67","2016-10-28","2016-10-11","509","15"
"989","0.61","2016-07-16","2016-06-22","510","9"
"990","0.63","2016-11-13","2016-10-28","510","18"
"991","0.74","2016-09-28","2016-08-30","511","9"
"992","0.46","2016-10-14","2016-09-21","512","9"
"993","0.86","2016-07-13","2016-06-22","512","12"
"994","0.33","2016-09-28","2016-09-05","513","2"
"995","0.61","2016-10-20","2016-09-23","513","11"
"996","0.75","2016-05-01","2016-04-24","514","17"
"997","0.73","2016-06-04","2016-05-28","515","1"
"998","0.78","2016-10-27","2016-10-14","515","20"
"999","0.54","2016-04-26","2016-04-17","515","21"
"1000","0.73","2016-08-28","2016-08-03","516","3"
"1001","0.93","2016-06-28","2016-06-08","516","20"
"1002","0.33","2016-11-05","2016-10-08","516","21"
"1003","0.66","2016-10-03","2016-09-08","517","5"
"1004","0.46","2016-06-27","2016-06-15","517","17"
"1005","0.93","2016-07-04","2016-06-08","519","3"
"1006","0.34","2016-10-25","2016-10-03","520","7"
"1007","0.97","2016-08-05","2016-07-12","520","14"
"1008","0.31","2016-05-08","2016-04-25","521","13"
"1009","0.61","2016-05-29","2016-05-20","521","17"
"1010","0.86","2016-09-23","2016-08-31","521","20"
"1011","0.91","2016-05-16","2016-04-22","522","9"
"1012","0.34","2016-05-21","2016-05-07","522","13"
"1013","0.96","2016-10-27","2016-10-15","522","16"
"1014","0.88","2016-05-20","2016-05-12","523","17"
"1015","0.95","2016-09-15","2016-09-05","523","18"
"1016","0.71","2016-07-17","2016-07-03","524","4"
"1017","0.92","2016-05-15","2016-04-18","524","10"
"1018","0.53","2016-10-06","2016-09-23","524","17"
"1019","0.32","2016-09-30","2016-09-23","525","5"
"1020","0.49","2016-10-06","2016-09-24","525","9"
"1021","0.82","2016-05-15","2016-04-17","527","8"
"1022","0.61","2016-09-26","2016-09-16","527","9"
"1023","0.51","2016-07-21","2016-06-23","527","10"
"1024","0.71","2016-09-10","2016-08-16","527","11"
"1025","0.67","2016-11-06","2016-10-15","528","12"
"1026","0.32","2016-07-26","2016-07-17","528","13"
"1027","0.86","2016-08-16","2016-08-01","529","11"
"1028","0.92","2016-08-25","2016-07-28","529","21"
"1029","0.36","2016-10-15","2016-09-23","530","5"
"1030","0.81","2016-09-04","2016-08-13","530","11"
"1031","0.33","2016-11-16","2016-10-23","530","13"
"1032","0.73","2016-05-30","2016-05-04","530","21"
"1033","0.33","2016-10-12","2016-09-19","531","2"
"1034","0.5","2016-07-10","2016-07-01","531","8"
"1035","0.35","2016-09-20","2016-08-25","531","13"
"1036","0.55","2016-07-02","2016-06-08","531","14"
"1037","0.88","2016-10-03","2016-09-19","532","3"
"1038","0.41","2016-08-05","2016-07-16","532","7"
"1039","0.95","2016-05-16","2016-05-02","532","8"
"1040","0.78","2016-07-17","2016-06-18","532","14"
"1041","0.64","2016-08-07","2016-07-22","532","20"
"1042","0.61","2016-07-25","2016-07-13","533","1"
"1043","0.75","2016-11-13","2016-10-30","533","20"
"1044","0.36","2016-09-24","2016-09-09","534","1"
"1045","0.81","2016-10-12","2016-09-26","534","10"
"1046","0.83","2016-08-30","2016-08-08","534","17"
"1047","0.64","2016-06-12","2016-05-23","534","20"
"1048","0.84","2016-11-13","2016-10-24","535","2"
"1049","0.52","2016-08-02","2016-07-22","536","11"
"1050","0.76","2016-11-16","2016-10-22","537","4"
"1051","0.6","2016-05-21","2016-05-07","537","17"
"1052","0.71","2016-09-07","2016-08-19","538","4"
"1053","0.57","2016-08-11","2016-08-02","539","2"
"1054","0.67","2016-08-30","2016-08-04","540","2"
"1055","0.87","2016-10-27","2016-10-01","540","10"
"1056","0.67","2016-09-18","2016-09-08","540","15"
"1057","0.4","2016-06-15","2016-05-21","541","13"
"1058","0.85","2016-10-21","2016-09-25","542","11"
"1059","0.37","2016-05-21","2016-05-12","543","1"
"1060","0.51","2016-09-18","2016-08-24","544","7"
"1061","0.3","2016-10-12","2016-09-18","545","14"
"1062","0.78","2016-11-14","2016-10-29","545","19"
"1063","0.42","2016-11-03","2016-10-18","546","1"
"1064","0.37","2016-07-19","2016-06-25","546","15"
"1065","0.3","2016-06-12","2016-05-20","547","17"
"1066","0.94","2016-06-18","2016-06-05","548","10"
"1067","0.5","2016-05-24","2016-05-16","548","12"
